Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance
PS,380,International Cooperation,7,37,31,16,17,12,10,2,0,2,0,0,2,0,136,3.353308823529412,0.37916213895214224
PS,381,International Conflict - ACP,2,6,10,7,10,3,2,2,1,0,0,0,2,0,45,3.118888888888889,0.3589713031550069
PS,382,Intl Political Economy,0,15,20,24,11,3,1,0,1,0,0,0,2,0,77,3.3549350649350647,0.19382527396705174
PS,385,Politics of the European Union,17,88,60,32,42,19,10,26,3,2,2,1,11,1,313,3.22405750798722,0.5151346070350155
PS,386,International Law,7,36,41,54,86,42,50,38,10,8,2,3,14,1,391,2.803785166240409,0.5050655763067713
PS,390,American Foreign Policy,106,183,123,76,70,38,21,15,11,5,4,1,28,2,681,3.3488546255506604,0.4273053481966402
PS,391,Soviet & Post-Sov Foreign Pol,2,18,26,17,6,2,0,1,0,1,0,0,0,0,73,3.543835616438356,0.21834419215612683
PS,392,Intl Organizations&Regionalism,1,10,10,4,9,2,0,2,2,0,1,1,2,0,44,3.076590909090909,0.6800037589218634
PS,394,Crisis Diplomacy,0,39,33,36,56,13,5,2,0,0,0,0,2,0,186,3.3083333333333336,0.22484540023894858
PS,395,International Organization,38,66,44,38,44,19,17,24,14,8,11,2,15,1,340,3.0021176470588236,0.7745047640952575
PS,396,International Conflict,47,42,14,6,10,6,2,2,1,1,0,0,3,0,134,3.6197014925373137,0.300599040107992
PS,397,Authoritarian Regimes,11,33,27,21,18,10,2,0,1,0,0,0,1,1,124,3.4842741935483876,0.24146829049671037
PS,410,Neighborhoods and Politics,0,18,23,3,0,0,0,0,0,0,0,0,0,1,44,3.7818181818181817,0.03992851239669422
PS,491,Internship,0,9,28,11,3,0,0,0,0,0,0,0,0,0,51,3.615490196078431,0.06758554402153016
PS,499,Intl Diplomacy & Negotiations,19,27,7,3,4,1,0,2,0,0,1,0,3,0,67,3.5723880597014923,0.33344699347991613
PS,499,Special Topics: Human Rights,1,12,5,2,6,1,0,0,0,0,0,0,0,0,27,3.6177777777777775,0.19506172839506172
PS,499,Special Topics: Immigration,0,6,3,1,10,0,0,1,0,0,0,0,0,0,21,3.34952380952381,0.2804807256235828
PS,525,Formal Theory I: Game Theory,14,40,6,6,0,0,0,0,1,0,0,0,0,0,67,3.875671641791045,0.11552305635999109
PSM,501,PSM Industry Seminar I,72,15,8,2,0,1,2,0,1,0,0,0,0,0,101,3.891287128712872,0.1321874522105676
PSM,502,PSM Industry Seminar II,33,20,3,1,10,2,0,2,1,0,0,0,0,0,72,3.713194444444445,0.3030522955246914
PSM,503,PSM Industry Seminar III,16,2,2,1,0,1,0,1,0,0,0,0,1,0,24,3.6391666666666667,0.2528020543981481
PSYC,100,Intro Psych,991,4034,1933,2859,5015,1859,1359,2743,582,425,545,173,625,100,23143,2.9198323467139096,0.6585760820305152
PSYC,103,Intro Experimental Psych,7,111,20,14,141,20,26,78,16,1,9,0,17,1,460,2.8740217391304346,0.6363540076384894
PSYC,105,Psych Introduction,1,60,14,13,10,3,4,5,1,2,1,0,0,0,114,3.5204385964912284,0.49378664973838104
PSYC,199,Undergraduate Open Seminar,12,3,0,2,2,2,0,1,0,0,0,0,2,0,24,3.3333333333333335,0.3977796296296296
PSYC,201,Intro to Social Psych,1816,1566,892,913,991,568,370,364,191,100,117,57,145,30,8090,3.279202719406675,0.6159618094771784
PSYC,204,Intro to Brain and Cognition,143,284,112,78,95,65,42,60,27,10,15,14,18,6,963,3.25852544132918,0.7163768652071401
PSYC,207,Psych of Prejudice & Discrim,1,13,12,8,5,9,3,3,1,3,0,1,0,0,59,3.1361016949152543,0.6789220913530595
PSYC,210,Behavioral Neuroscience,78,307,190,191,427,167,177,246,97,89,125,28,94,22,2216,2.6754287003610107,0.8331429747506358
PSYC,210,The Brain and the Mind,31,121,82,82,182,105,89,110,54,32,45,8,34,10,975,2.6859692307692304,0.75064842562379
PSYC,216,Child Psych,21,1742,107,85,1368,38,47,717,21,2,277,0,106,36,4531,3.0437960715073933,0.8114106130938306
PSYC,220,Images of Mind,11,79,38,31,87,26,19,40,7,4,7,2,10,2,361,2.999252077562327,0.6211494953277631
PSYC,224,Cognitive Psych,82,769,152,137,714,99,87,436,43,26,162,9,95,24,2811,2.9076876556385627,0.815822147634339
PSYC,230,Perception & Sensory Processes,232,1244,81,28,656,47,20,315,21,4,102,6,92,14,2848,3.2342029494382025,0.7172894201632676
PSYC,235,Intro to Statistics,109,157,110,100,85,39,46,41,18,10,17,11,45,7,788,3.066928934010152,0.7078811917997657
PSYC,238,Abnormal Psych,152,1252,1030,881,922,510,319,195,80,42,46,24,71,10,5524,3.229967414916727,0.458929695788123
PSYC,238,Psychopathol & Probs in Living,57,367,210,167,91,56,43,35,12,10,5,3,23,6,1079,3.388202038924931,0.4287439403654199
PSYC,239,Community Psych,258,320,217,128,127,89,39,26,30,5,11,5,18,3,1273,3.4306598586017287,0.46720766578255485
PSYC,245,Industrial Org Psych,276,714,188,238,324,135,110,122,56,38,33,17,79,18,2330,3.2033047210300434,0.6522672205673704
PSYC,248,Learning and Memory,8,1084,48,33,1066,28,29,565,5,4,94,5,24,13,2993,3.0856665552956906,0.697252182108552
PSYC,250,Psych of Personality,330,426,360,299,468,213,184,183,88,48,40,14,46,15,2699,3.100585402000741,0.6331824759726694
PSYC,265,"Power, Status, and Influence",0,3,3,6,16,8,6,1,1,0,5,0,2,0,51,2.6470588235294112,0.5679768233937175
PSYC,302,Applied Neuroscience,4,8,6,3,4,0,3,0,1,0,0,1,0,0,30,3.3779999999999997,0.6426026666666667
PSYC,308,Psych Religion & Spirituality,0,26,4,8,6,1,1,2,0,0,0,0,1,1,49,3.516734693877551,0.30149907436527296
PSYC,312,Psychology of Race & Ethnicity,9,96,150,226,256,108,78,37,17,8,6,1,11,4,1003,3.071665004985045,0.3515409117750024
PSYC,318,Psych of the Infant,29,172,71,80,150,39,42,56,11,5,10,2,13,3,680,3.134294117647059,0.5617233326022797
PSYC,320,The Teenage Years,1,33,60,60,33,29,29,9,14,2,4,0,5,0,279,3.0395698924731183,0.49231119258405576
PSYC,321,Human Memory,8,28,6,32,20,8,9,8,2,1,1,0,4,3,127,3.122677165354331,0.4763814098242369
PSYC,324,Developmental Psychopathology,23,154,78,59,218,65,56,102,25,20,34,9,6,3,849,2.8988692579505306,0.7448917039334375
PSYC,326,Development and Relationships,0,84,65,74,119,66,39,57,24,16,13,0,5,2,562,2.9064412811387896,0.6047175764390377
PSYC,328,Psychology of Gender,4,46,38,27,74,16,11,16,3,0,2,0,4,1,241,3.1482572614107887,0.4026646178991265
PSYC,331,Cognitive Psych Lab,16,51,38,26,43,20,12,19,3,2,3,3,7,4,243,3.107325102880658,0.5976883796375572
PSYC,332,Lab Meth in Soc Psych,15,161,104,67,151,76,40,68,14,8,14,4,4,1,726,3.0917493112947656,0.6069678004946129
PSYC,332,Social Psych Methods Lab,72,110,78,40,79,25,10,27,13,2,3,1,2,1,462,3.3691558441558445,0.5063249969151555
PSYC,333,Soc Psych in Nat Settings,0,101,33,35,31,18,10,3,4,0,1,0,2,1,238,3.4441176470588233,0.36757509232066526
PSYC,333,Social Psych in Society Lab,0,78,85,59,64,53,23,33,15,1,2,3,8,1,424,3.075259433962264,0.5170467140869646
PSYC,334,Vision and Space Lab,0,8,6,3,1,2,2,0,0,0,0,1,3,0,26,2.987692307692307,0.683913290851161
PSYC,336,Alcohol and Alcoholism,6,38,25,24,13,4,5,3,1,1,0,1,2,1,123,3.403821138211382,0.39246428766806
PSYC,336,Depression and Mood Disorders,1,19,5,2,5,2,1,0,0,0,1,0,1,0,37,3.477837837837838,0.4212289459656881
PSYC,336,Self In Virtual Communities,28,47,47,32,9,8,3,1,0,0,0,0,3,1,178,3.575280898876404,0.18283334515418412
PSYC,336,Stress and Health,0,40,0,0,19,0,0,4,0,0,1,0,1,0,65,3.476923076923077,0.4634829312699136
PSYC,336,Stress&Resilency in Childhood,0,30,19,13,20,7,5,6,1,0,0,0,0,0,101,3.3369306930693066,0.3886608763846682
PSYC,336,Topics in Clin/Comm Psych,23,44,38,22,15,2,3,2,2,2,0,0,1,0,154,3.5587662337662342,0.3077107044014343
PSYC,340,CounselCenterParaProfessional,0,15,5,1,1,0,0,0,0,0,0,0,0,0,22,3.8490909090909087,0.06783553719008265
PSYC,341,CounselCenterParaProfessional,8,5,4,2,0,2,0,0,0,0,0,0,0,0,21,3.746666666666667,0.16778412698412698
PSYC,350,Personality Lab,0,465,11,10,121,1,2,26,2,2,9,0,14,3,663,3.5761689291101058,0.40725021138232936
PSYC,351,Thinking and Reasoning,4,21,15,8,13,5,2,6,3,1,1,1,5,0,85,3.043647058823529,0.65988979198046
PSYC,352,Attitude Theory and Change,16,5,0,0,2,0,0,1,0,0,1,0,2,0,27,3.4444444444444446,0.5532693187014174
PSYC,353,Social Cognition,0,828,0,0,539,0,0,346,0,0,39,0,33,6,1785,3.1708683473389354,0.6964088255173547
PSYC,356,Evolution of Mind,14,57,44,35,69,43,28,17,17,4,11,0,6,2,345,2.9791014492753622,0.6221476776197913
PSYC,357,Intro Cognitive Science,12,22,8,17,41,9,11,21,3,0,11,0,14,4,169,2.678343195266272,0.7322640490642991
PSYC,358,Human Factors,68,170,66,79,92,51,12,33,17,0,14,0,13,3,615,3.2614796747967483,0.5575767606463008
PSYC,361,The Psychology of Aging,205,159,92,90,146,87,63,68,45,21,22,13,19,10,1030,3.0875825242718444,0.7762785722775224
PSYC,363,Dev Psych Lab,1,27,6,8,4,3,0,6,0,1,0,0,3,0,59,3.2881355932203395,0.5143455572380815
PSYC,363,Developmental Child Psych Lab,29,195,56,41,27,8,8,14,1,2,3,2,4,2,390,3.5787692307692307,0.4010257753906843
PSYC,363,Developmental Psych Lab,50,149,50,22,55,10,6,14,0,0,0,0,8,0,364,3.5341758241758243,0.30174412829049946
PSYC,365,"Stress, Trauma and Resilience",22,46,58,34,22,31,20,11,13,6,3,5,10,5,281,3.030213523131673,0.7042272143448806
PSYC,370,Understanding Suicide,17,56,48,15,32,2,0,0,0,0,0,0,0,0,170,3.643823529411765,0.15254126297577855
PSYC,373,Culture & Psychology,4,19,25,50,14,8,11,3,4,0,1,0,2,2,141,3.212198581560284,0.3586296381912093
PSYC,379,Clinical Psychology Lab,0,62,10,13,12,13,4,5,1,0,1,0,0,3,121,3.4767768595041324,0.44941853698517864
PSYC,379,Clinical/Abnormal Psych Lab,0,52,26,27,27,33,20,12,11,8,3,0,8,1,227,2.9297356828193837,0.6483038536188893
PSYC,396,"Emotion, Cognition & The Brain",15,16,7,4,2,1,1,0,0,1,0,0,1,0,48,3.6529166666666666,0.2732998227719907
PSYC,396,"Emotion, Cognition & the Brain",20,20,10,6,2,2,0,0,0,0,0,0,0,0,60,3.800333333333333,0.11546988888888889
PSYC,396,False Memory,22,45,27,13,17,2,5,4,3,0,0,0,0,1,138,3.5607246376811594,0.3544646922915354
PSYC,396,Human Emotion,12,22,15,6,2,2,0,0,0,0,0,0,0,1,59,3.7689830508474578,0.11382947428899741
PSYC,396,Human Sexuality,0,10,20,17,11,0,1,1,1,0,0,0,0,1,61,3.4263934426229508,0.212403386186509
PSYC,396,Intelligence and the Brain,0,0,13,9,0,0,0,0,0,0,0,0,0,0,22,3.530909090909091,0.02794462809917353
PSYC,396,Intermed Curr Topics in Psyc,18,10,6,4,8,1,3,3,2,1,0,0,0,0,56,3.422678571428572,0.5697588966836734
PSYC,396,"Power, Status and Influence",5,31,11,19,19,14,9,3,4,0,0,0,1,0,116,3.2385344827586207,0.4358529764314855
PSYC,396,"Power, Status, and Influence",3,10,8,8,2,5,3,2,0,0,0,1,2,0,44,3.1593181818181817,0.538706745398197
PSYC,396,Prejudice and Discrimination,3,8,7,5,1,1,0,0,0,0,0,0,0,0,25,3.6804,0.12888383999999997
PSYC,396,Psy of Religion & Spirituality,0,58,21,12,15,9,7,4,0,2,0,0,0,0,128,3.476796875,0.4166795837402344
PSYC,396,Psychology of Gender,7,29,14,9,25,4,4,7,0,0,1,0,1,0,101,3.3202970297029704,0.4367318685510351
PSYC,396,Psychology of Morality,0,18,4,8,19,4,6,1,0,0,0,0,1,1,61,3.2291803278688525,0.3305615315819386
PSYC,396,Social Neuroscience,5,9,10,2,3,4,0,0,1,0,0,0,1,0,35,3.448857142857143,0.31328967696793003
PSYC,396,"Stress, trauma and resilience",1,2,6,7,6,5,3,0,0,0,0,0,0,1,30,3.1889999999999996,0.24250900000000003
PSYC,396,The Attentive Mind,28,2,1,1,0,0,0,0,0,0,0,0,0,0,32,3.96875,0.0164546875
PSYC,396,The Psychology of Politics,16,21,14,11,8,4,6,1,3,1,1,0,2,0,88,3.341022727272727,0.52441070711636
PSYC,402,Intro Clin Neuropsych,11,18,11,4,6,1,0,0,0,0,0,0,1,0,52,3.6607692307692306,0.14186803595812475
PSYC,403,Memory and Amnesia,0,1251,0,0,483,0,0,153,0,0,35,0,14,8,1936,3.509297520661157,0.5141633664198552
PSYC,404,Cognitive Neuroscience,22,40,14,12,10,5,4,6,0,0,1,0,2,0,116,3.4914655172413793,0.4097619650508426
PSYC,406,Statistical Methods I,3,257,14,6,42,2,0,8,0,0,1,0,0,1,333,3.782882882882883,0.225400097394692
PSYC,407,Statistical Methods II,14,143,28,12,14,7,0,3,0,0,0,0,1,0,222,3.7721171171171175,0.16694070905273425
PSYC,408,Human Behavior Genetics,15,12,0,0,3,0,0,2,0,0,0,0,2,1,34,3.5588235294117645,0.3250559739466722
PSYC,410,Hate Crimes,2,13,0,2,3,1,0,0,0,0,0,2,2,0,25,3.1868,0.9200302208000002
PSYC,413,Psychopharmacology,32,191,111,93,126,62,62,64,32,24,41,5,31,14,874,2.9230778032036615,0.8068360658562265
PSYC,414,"Brain, Learning, and Memory",72,340,14,102,208,14,35,98,4,11,28,0,29,8,955,3.169926701570681,0.6663891846727931
PSYC,417,Neurosci of Eating & Drinking,35,48,32,10,23,4,7,6,2,3,1,0,2,1,173,3.4627745664739886,0.46765810873788566
PSYC,421,Principles of Psychophysiology,71,38,26,23,13,6,8,1,1,1,3,1,2,1,194,3.5584536082474223,0.42566676246585583
PSYC,423,Language Acquisition,5,4,6,4,8,6,1,6,4,2,2,0,0,0,48,2.854791666666667,0.8098457899305557
PSYC,425,Psych of Language,0,70,2,0,65,0,0,36,0,0,2,0,3,1,178,3.125505617977528,0.6167845415188469
PSYC,427,Language and the Brain,0,1,6,0,6,7,3,2,6,0,3,3,3,0,40,2.21825,0.8623819578125002
PSYC,429,Hum Comp Interaction Lab,0,4,6,2,3,4,0,2,0,0,0,0,0,2,21,3.2552380952380946,0.3799392290249433
PSYC,429,Human-Computer Interaction Lab,1,5,2,3,4,7,3,4,0,0,0,0,1,0,30,2.900333333333333,0.4541187740740741
PSYC,433,Evolutionary Neuroscience,39,108,55,27,74,25,17,34,14,4,10,4,16,2,427,3.085480093676815,0.7146987776233772
PSYC,437,Advanced Psychology Lab,0,47,0,0,4,0,0,0,0,0,0,0,0,0,51,3.9215686274509802,0.0722798923490965
PSYC,437,Psychology of Personality Lab,0,106,0,0,34,0,0,4,0,0,2,0,2,2,148,3.6216216216216215,0.3552603004757862
PSYC,450,Cognitive Psychophysiology,35,85,0,0,22,0,0,7,0,0,6,0,4,0,159,3.559748427672956,0.5439946821624314
PSYC,451,Neurobio of Aging,0,26,8,6,9,4,1,1,2,0,1,0,0,0,58,3.442931034482759,0.4877241676575505
PSYC,453,Cog Neuroscience of Vision,2,14,4,3,15,2,1,5,0,0,0,0,0,0,46,3.2900000000000005,0.4330521739130435
PSYC,455,Organizational Psych,70,149,145,130,174,98,61,64,26,17,4,5,17,3,960,3.0918958333333335,0.5408602210752134
PSYC,456,Hum Perf and Eng Psych,6,38,0,0,15,0,0,5,0,0,1,0,2,0,67,3.462686567164179,0.48770626706077547
PSYC,456,Human Perform & Engrg Psych,7,172,15,4,99,6,5,34,6,0,22,1,4,3,375,3.2259466666666667,0.8062344302629927
PSYC,458,Intro Cognitive Science,2,3,3,5,6,3,0,2,1,0,1,0,0,0,26,3.0900000000000003,0.5683153846153846
PSYC,462,How Children Think,3,75,5,1,57,0,1,29,1,2,9,0,4,4,187,3.0927272727272723,0.7982955142086888
PSYC,465,Personality and Soc Dev,165,272,129,172,203,108,93,75,29,18,24,6,4,4,1298,3.203875192604006,0.6265090468274795
PSYC,468,Psych and Law,7,80,40,35,32,19,19,11,12,0,6,0,1,0,262,3.245763358778626,0.6039420517063143
PSYC,475,Personnel Psych,63,147,51,60,93,13,14,24,7,8,2,0,1,0,483,3.407101449275363,0.47860248808143113
PSYC,484,Ethical Practice of Statistics,9,7,7,2,1,2,0,0,0,0,0,0,0,0,28,3.738928571428571,0.1531952806122449
PSYC,490,Measurement & Test Develop Lab,25,12,1,4,0,0,0,0,0,0,0,0,0,0,42,3.928333333333333,0.04020912698412698
PSYC,496,Adolescent Development,1,30,4,8,5,2,4,1,2,0,2,1,0,0,60,3.3831666666666664,0.7472983055555555
PSYC,496,Adv Current Topics in Psych,6,32,10,4,10,2,4,1,0,0,0,2,1,0,72,3.4724999999999997,0.5230985243055556
PSYC,496,Behavior Genetics,6,17,0,0,0,0,0,1,0,0,0,0,0,1,24,3.9166666666666665,0.15972222222222224
PSYC,496,Cog Neuroscience of Emotion,4,12,2,3,1,2,0,0,0,0,0,0,0,0,24,3.73625,0.18469843750000003
PSYC,496,"Emotion, Cognition & The Brain",6,9,4,2,0,3,0,2,0,0,0,0,0,0,26,3.5903846153846155,0.3952960059171598
PSYC,496,IntroCounselingParaprofessProg,4,33,4,1,0,0,0,0,0,0,0,0,1,0,43,3.860697674418605,0.02663005898851667
PSYC,496,IntroFaciltatngIntrGrpDialogue,68,60,25,3,5,1,1,1,0,0,0,0,0,0,164,3.8764634146341463,0.09222041939321832
PSYC,496,Schizotypy & Schizophrenia,0,19,5,0,4,0,0,1,0,0,1,0,0,1,30,3.645,0.4587916666666667
PSYC,506,Statistical Methods I,0,52,4,3,5,2,0,1,0,0,0,0,0,0,67,3.806119402985075,0.17614314992203162
PSYC,507,Statistical Methods II,0,27,3,1,3,2,0,0,0,0,0,0,0,0,36,3.796666666666667,0.1618055555555556
PSYC,514,Seminar in Cognitive Science,14,35,17,14,11,2,0,1,0,0,0,0,4,1,98,3.5239795918367345,0.19177162555567837
PSYC,525,Psycholinguistics,0,16,5,0,1,0,0,0,0,0,0,0,0,0,22,3.8795454545454544,0.0556952479338843
PSYC,530,Found of Ind Org Psych,3,59,8,2,4,0,1,0,0,0,0,0,0,0,77,3.874675324675325,0.09543528419632316
PSYC,588,Covar Struct and Factor Models,11,17,4,1,0,0,0,1,0,0,0,0,0,0,34,3.88264705882353,0.12989005190311417
PSYC,594,Multivar Anlys in Psych and Ed,7,89,46,14,30,7,0,2,0,0,0,0,0,0,195,3.6519487179487173,0.19514902301117684
REES,201,Introduction to Eastern Europe,32,34,7,2,5,2,0,0,0,0,1,0,0,0,83,3.827590361445783,0.2015749165336043
REHB,330,Disability in American Society,161,663,342,256,152,58,27,17,8,5,8,3,16,3,1716,3.5789102564102553,0.2804127530329084
REHB,402,Medical Aspects of Disability,0,185,29,19,109,11,4,25,1,0,3,1,3,2,390,3.4121282051282047,0.44386994083345965
REHB,435,Job Placement Techniques,0,108,2,0,25,0,0,13,0,0,1,1,0,0,150,3.613399999999999,0.4992517733333333
REHB,435,Work and Disability,36,120,12,6,17,1,2,4,0,0,5,0,0,0,203,3.7406403940886697,0.3728651071367905
REL,101,Bible as Literature,1,19,5,8,11,3,2,1,0,0,1,0,1,0,52,3.3396153846153847,0.407491565202549
REL,104,Asian Mythology,14,28,27,21,26,8,5,7,4,4,2,0,7,0,153,3.111307189542484,0.5627249122104591
REL,108,Religion & Society in West I,85,46,8,2,1,3,2,1,1,0,0,0,2,0,151,3.8368211920529793,0.14317404273252807
REL,109,Religion & Society in West II,53,23,5,1,1,0,2,1,0,0,0,0,3,1,89,3.767865168539326,0.13690865839490807
REL,110,World Religions,319,381,192,122,124,52,26,22,9,7,14,7,15,2,1290,3.542131782945736,0.4154365690547164
REL,120,A History of Judaism,8,42,16,6,3,2,6,2,0,0,0,0,1,1,86,3.616511627906977,0.302097641088206
REL,132,Zen,1,14,3,2,3,1,0,0,0,0,0,0,0,0,24,3.7225,0.17271875
REL,208,Cultures & Lits of South Asia,0,39,3,0,2,0,0,1,0,0,0,0,0,0,45,3.8891111111111107,0.128296987654321
REL,214,Introduction to Islam,1,25,16,4,10,5,1,3,3,2,3,0,2,1,75,3.178533333333333,0.7453225381925925
REL,270,"Religion, Ethics, Environment",1,8,6,3,8,1,0,1,0,0,0,0,0,1,28,3.4528571428571424,0.2638132653061224
REL,287,Introduction to Buddhism,1,13,11,3,2,2,0,0,0,0,0,0,0,0,32,3.678125,0.14897148437500002
RHET,105,Principles of Composition,302,2524,1697,1040,787,274,129,92,76,24,29,11,147,20,7132,3.472735558048232,0.3104624463840426
RHET,233,Adv Rhetoric & Composition,29,167,121,88,52,28,9,3,3,2,3,2,17,1,524,3.417652671755725,0.3182489817659461
RHET,233,Principles of Composition,29,251,150,76,65,31,9,6,3,1,3,3,21,4,648,3.4655401234567904,0.311359376024264
RHET,243,Inter Expository Writing,0,37,18,18,21,10,4,13,5,3,0,0,5,1,134,3.069850746268657,0.5773319327842852
RLST,101,Bible as Literature,8,61,54,55,78,38,23,30,18,9,15,2,15,3,406,2.8688423645320196,0.6799337640968597
RLST,104,Asian Mythology,27,930,144,141,588,95,42,179,20,14,50,11,54,9,2295,3.2282832244008706,0.6025963210235047
RLST,106,Archaeology and the Bible,4,15,14,4,4,2,3,2,0,1,0,0,2,0,51,3.3403921568627455,0.4283912281098521
RLST,108,Religion & Society in West I,272,319,130,34,16,14,3,7,4,5,3,4,18,1,829,3.714957780458383,0.2502951989526262
RLST,109,Religion & Society in West II,166,246,100,24,16,7,6,7,8,1,2,3,9,1,595,3.711411764705883,0.280809106777936
RLST,110,World Religions,294,1501,1151,1066,1251,665,388,341,144,68,75,29,92,20,7065,3.183848549186129,0.5058421560092575
RLST,120,A History of Judaism,45,111,79,60,48,16,19,8,5,3,2,0,5,3,401,3.429077306733167,0.3836905304881031
RLST,121,Introduction to Christianity,5,34,15,11,5,12,1,3,1,2,4,0,4,0,97,3.2101030927835055,0.6755964072564872
RLST,127,Introduction to Catholicism,3,17,30,17,7,5,6,0,0,0,0,0,1,0,86,3.430697674418605,0.23062176286364722
RLST,132,Zen,22,153,141,85,62,22,4,0,0,0,1,0,0,1,490,3.582816326530612,0.1822492111620158
RLST,170,Nature Religion,3,7,7,1,0,3,0,0,0,0,0,0,0,0,21,3.6680952380952383,0.20021541950113383
RLST,201,Hebrew Bible in English,2,9,4,6,3,1,0,1,0,1,0,0,1,0,28,3.3449999999999998,0.4223241071428571
RLST,202,New Testament in English,1,14,6,8,8,4,4,3,0,1,1,0,3,0,53,3.037547169811321,0.5628283529356447
RLST,203,History of the Bible,0,13,12,5,8,1,0,3,2,0,2,0,1,0,47,3.206382978723404,0.6445785808539534
RLST,208,Cultures & Lits of South Asia,7,77,5,0,1,0,0,1,0,0,1,0,1,0,93,3.874731182795699,0.1513072746305434
RLST,213,Intro to Islam - ACP,0,6,10,6,6,12,0,2,2,0,0,0,2,2,46,3.001304347826087,0.3906796991863237
RLST,214,Introduction to Islam,5,80,67,53,53,19,11,10,2,2,2,1,6,3,311,3.3003536977491965,0.38903361386420204
RLST,223,Qur'an Structure and Exegesis,2,43,20,23,21,6,1,1,0,0,0,0,3,0,120,3.4444999999999997,0.2190135770833334
RLST,223,The Qur'an (Koran),0,5,11,0,6,1,0,4,0,0,0,0,1,0,28,3.18,0.42954285714285706
RLST,231,Religion and Philosophy,2,10,21,11,4,9,4,6,2,2,2,0,0,1,73,3.1102739726027395,0.6524437605554513
RLST,235,History of Religion in America,2,8,10,8,20,0,2,4,0,2,0,0,0,0,56,3.1903571428571427,0.42511772959183664
RLST,236,"Religion, Violence & America",0,12,16,6,15,6,2,6,0,0,0,1,4,0,68,3.015441176470588,0.4768844824954203
RLST,260,Mystic and Saints in Islam,5,13,1,3,0,0,0,0,0,0,0,0,0,0,22,3.8936363636363636,0.05485041322314048
RLST,260,Mystics and Saints in Islam,2,8,3,0,3,3,0,1,2,0,0,1,1,0,24,3.0845833333333332,0.8730725622106482
RLST,270,"Religion, Ethics, Environment",1,22,23,29,10,18,7,9,4,0,2,0,3,2,128,3.0783593750000002,0.49567239174842836
RLST,286,Introduction to Hinduism,4,107,33,33,45,7,6,1,1,2,4,0,8,1,251,3.398406374501992,0.38635791019822546
RLST,287,Introduction to Buddhism,12,66,34,30,16,14,3,4,1,0,0,0,1,1,181,3.5288397790055246,0.28230136004253814
RLST,403,Women in Muslim Societies,12,25,14,7,2,2,3,3,0,0,2,0,0,0,70,3.5574285714285714,0.49800767346938773
RLST,408,Islam & Politics in Mid. East,1,9,2,2,3,1,0,1,1,0,0,0,1,0,21,3.301904761904762,0.484607083468308
RLST,447,Modern Catholic Thought,8,5,11,1,0,1,0,0,0,0,0,0,0,0,26,3.7834615384615384,0.08448417159763315
RLST,483,Salvation in Islamic Thought,1,10,4,6,3,5,0,0,0,0,0,0,0,0,29,3.4831034482758616,0.24914554102259215
RSOC,110,Intro to Rural Society,0,83,0,0,27,0,0,10,0,0,0,0,2,0,122,3.5491803278688523,0.4017340658469211
RST,100,RST in Modern Society,196,337,283,247,272,179,98,100,47,23,24,11,46,16,1863,3.1432313472893183,0.5768801907517639
RST,100,Society and Leisure,390,633,485,373,385,194,112,95,39,22,26,6,29,11,2789,3.356898529939046,0.4638251731140451
RST,101,Orientation to Leisure Studies,99,276,4,2,72,1,1,23,0,0,7,0,5,0,490,3.6639591836734695,0.3886443565011178
RST,101,Orientation to RST,118,200,14,8,96,3,2,38,0,3,15,0,20,3,517,3.376557059961316,0.6023522630236732
RST,110,Leisure Service Delivery,209,342,248,173,219,140,75,68,37,14,19,12,55,9,1611,3.190099317194289,0.5715597971218238
RST,110,Service Delivery in RST,26,192,76,50,105,27,31,50,26,10,20,10,43,5,666,2.943183183183183,0.8182537235907552
RST,120,Foundations of Community Rec,55,58,13,12,11,0,4,4,1,0,1,0,0,0,159,3.7274213836477985,0.29920404256160754
RST,120,Foundations of Recreation,10,30,21,16,14,3,5,8,3,1,0,2,1,1,114,3.295526315789473,0.6041853045876463
RST,130,Foundations of Sport Mgt,33,247,314,193,436,114,78,110,37,21,36,9,31,18,1659,3.0505967450271245,0.5440264940919532
RST,140,Nature and Wilderness,68,171,76,51,66,43,14,33,11,2,6,1,3,0,545,3.3832660550458713,0.5315708602281495
RST,150,Foundations of Tourism,56,77,35,46,18,4,12,0,1,1,1,0,1,0,252,3.61218253968254,0.2762374480285206
RST,199,Business of Sport Entertnment,0,45,30,5,7,1,0,1,0,0,0,0,1,0,90,3.6935555555555557,0.13540343978052125
RST,199,CHAMP Student Athlete Seminar,0,234,16,8,15,2,6,7,0,0,1,0,1,0,290,3.795448275862069,0.23125987623928818
RST,199,Coaching Wheelchair Basketball,120,35,58,21,25,14,8,3,3,1,2,0,1,1,291,3.601890034364261,0.33725033904277346
RST,199,Coaching Wheelchair Bsktbll,59,38,80,51,34,29,21,10,5,3,2,4,10,1,346,3.2277745664739887,0.5082124274463049
RST,199,Communication in RST,0,6,0,0,26,0,0,1,0,0,0,0,0,0,33,3.1515151515151514,0.1891643709825528
RST,199,Communications in RST,3,61,5,7,36,1,4,7,3,0,1,0,0,0,128,3.41921875,0.4900212646484375
RST,199,Disability in RST,362,324,152,84,86,30,29,25,13,9,13,5,43,2,1175,3.4785191489361704,0.4506804409616828
